"Station","Year","Month","Day","Daily.Rainfall.Total..mm.","Highest.30.Min.Rainfall..mm.","Highest.60.Min.Rainfall..mm.","Highest.120.Min.Rainfall..mm.","Mean.Temperature..Â.C.","Maximum.Temperature..Â.C.","Minimum.Temperature..Â.C.","Mean.Wind.Speed..km.h.","Max.Wind.Speed..km.h.","Latitude","Longitude","Date","Season"
"Tanjong Katong",2021,6,16,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-06-16,"Southwest Monsoon"
"Tanjong Katong",2021,6,17,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-06-17,"Southwest Monsoon"
"Tanjong Katong",2021,6,18,30.8,15,24.6,27.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-06-18,"Southwest Monsoon"
"Tanjong Katong",2021,6,19,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-06-19,"Southwest Monsoon"
"Tanjong Katong",2021,6,20,5.4,2.8,3.2,5,NA,NA,NA,NA,NA,1.307,103.8907,2021-06-20,"Southwest Monsoon"
"Tanjong Katong",2021,6,21,0,0,0,0.6,NA,NA,NA,NA,NA,1.307,103.8907,2021-06-21,"Southwest Monsoon"
"Tanjong Katong",2021,6,22,2.4,2.4,2.4,2.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-06-22,"Southwest Monsoon"
"Tanjong Katong",2021,6,23,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-06-23,"Southwest Monsoon"
"Tanjong Katong",2021,6,24,2,0.8,1.2,1.6,NA,NA,NA,NA,NA,1.307,103.8907,2021-06-24,"Southwest Monsoon"
"Tanjong Katong",2021,6,25,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-06-25,"Southwest Monsoon"
"Tanjong Katong",2021,6,26,7.6,5.8,7.6,7.6,NA,NA,NA,NA,NA,1.307,103.8907,2021-06-26,"Southwest Monsoon"
"Tanjong Katong",2021,6,27,0.8,0.6,0.8,0.8,NA,NA,NA,NA,NA,1.307,103.8907,2021-06-27,"Southwest Monsoon"
"Tanjong Katong",2021,6,28,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-06-28,"Southwest Monsoon"
"Tanjong Katong",2021,6,29,17.2,9.4,9.6,9.6,NA,NA,NA,NA,NA,1.307,103.8907,2021-06-29,"Southwest Monsoon"
"Tanjong Katong",2021,6,30,0,0,0.2,3.6,NA,NA,NA,NA,NA,1.307,103.8907,2021-06-30,"Southwest Monsoon"
"Tanjong Katong",2021,7,1,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-01,"Southwest Monsoon"
"Tanjong Katong",2021,7,2,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-02,"Southwest Monsoon"
"Tanjong Katong",2021,7,3,34.4,12.6,22.4,33.6,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-03,"Southwest Monsoon"
"Tanjong Katong",2021,7,4,31.6,21.4,29,29.8,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-04,"Southwest Monsoon"
"Tanjong Katong",2021,7,5,14.8,13.6,13.8,14,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-05,"Southwest Monsoon"
"Tanjong Katong",2021,7,6,3.4,3.4,3.4,3.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-06,"Southwest Monsoon"
"Tanjong Katong",2021,7,7,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-07,"Southwest Monsoon"
"Tanjong Katong",2021,7,8,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-08,"Southwest Monsoon"
"Tanjong Katong",2021,7,9,16.6,14.8,15.4,15.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-09,"Southwest Monsoon"
"Tanjong Katong",2021,7,10,6.2,2.4,3.8,5,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-10,"Southwest Monsoon"
"Tanjong Katong",2021,7,11,15.4,9.6,12.6,13,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-11,"Southwest Monsoon"
"Tanjong Katong",2021,7,12,38.6,11,18.4,26.8,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-12,"Southwest Monsoon"
"Tanjong Katong",2021,7,13,19,6.6,9.4,11.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-13,"Southwest Monsoon"
"Tanjong Katong",2021,7,14,0.4,0.2,0.2,0.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-14,"Southwest Monsoon"
"Tanjong Katong",2021,7,15,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-15,"Southwest Monsoon"
"Tanjong Katong",2021,7,16,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-16,"Southwest Monsoon"
"Tanjong Katong",2021,7,17,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-17,"Southwest Monsoon"
"Tanjong Katong",2021,7,18,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-18,"Southwest Monsoon"
"Tanjong Katong",2021,7,19,0.8,0.6,0.8,0.8,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-19,"Southwest Monsoon"
"Tanjong Katong",2021,7,20,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-20,"Southwest Monsoon"
"Tanjong Katong",2021,7,21,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-21,"Southwest Monsoon"
"Tanjong Katong",2021,7,22,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-22,"Southwest Monsoon"
"Tanjong Katong",2021,7,23,2.6,2,2,2,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-23,"Southwest Monsoon"
"Tanjong Katong",2021,7,24,0,0,0.2,0.6,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-24,"Southwest Monsoon"
"Tanjong Katong",2021,7,25,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-25,"Southwest Monsoon"
"Tanjong Katong",2021,7,26,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-26,"Southwest Monsoon"
"Tanjong Katong",2021,7,27,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-27,"Southwest Monsoon"
"Tanjong Katong",2021,7,28,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-28,"Southwest Monsoon"
"Tanjong Katong",2021,7,29,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-29,"Southwest Monsoon"
"Tanjong Katong",2021,7,30,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-30,"Southwest Monsoon"
"Tanjong Katong",2021,7,31,1.4,1.4,1.4,1.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-07-31,"Southwest Monsoon"
"Tanjong Katong",2021,8,1,44,31.4,42.2,43.6,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-01,"Southwest Monsoon"
"Tanjong Katong",2021,8,2,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-02,"Southwest Monsoon"
"Tanjong Katong",2021,8,3,3.2,2.8,3,3,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-03,"Southwest Monsoon"
"Tanjong Katong",2021,8,4,6.4,3.2,6,6.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-04,"Southwest Monsoon"
"Tanjong Katong",2021,8,5,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-05,"Southwest Monsoon"
"Tanjong Katong",2021,8,6,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-06,"Southwest Monsoon"
"Tanjong Katong",2021,8,7,4.6,3.4,4.6,4.6,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-07,"Southwest Monsoon"
"Tanjong Katong",2021,8,8,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-08,"Southwest Monsoon"
"Tanjong Katong",2021,8,9,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-09,"Southwest Monsoon"
"Tanjong Katong",2021,8,10,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-10,"Southwest Monsoon"
"Tanjong Katong",2021,8,11,13.4,12.4,12.4,12.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-11,"Southwest Monsoon"
"Tanjong Katong",2021,8,12,15.8,14.4,15.8,15.8,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-12,"Southwest Monsoon"
"Tanjong Katong",2021,8,13,3.4,2.2,2.4,2.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-13,"Southwest Monsoon"
"Tanjong Katong",2021,8,14,2,1.6,1.6,1.6,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-14,"Southwest Monsoon"
"Tanjong Katong",2021,8,15,19.4,11.2,12.4,16.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-15,"Southwest Monsoon"
"Tanjong Katong",2021,8,16,0.6,1,2,4.6,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-16,"Southwest Monsoon"
"Tanjong Katong",2021,8,17,46.6,24,32.8,36.8,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-17,"Southwest Monsoon"
"Tanjong Katong",2021,8,18,2.8,0.8,1,1.6,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-18,"Southwest Monsoon"
"Tanjong Katong",2021,8,19,52,21.6,25,30.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-19,"Southwest Monsoon"
"Tanjong Katong",2021,8,20,45.4,32.8,36.6,40.6,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-20,"Southwest Monsoon"
"Tanjong Katong",2021,8,21,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-21,"Southwest Monsoon"
"Tanjong Katong",2021,8,22,54,37.2,50,52.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-22,"Southwest Monsoon"
"Tanjong Katong",2021,8,23,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-23,"Southwest Monsoon"
"Tanjong Katong",2021,8,24,28.8,9.8,10.6,17.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-24,"Southwest Monsoon"
"Tanjong Katong",2021,8,25,4.2,2.4,2.6,4,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-25,"Southwest Monsoon"
"Tanjong Katong",2021,8,26,1.4,0.8,1,1.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-26,"Southwest Monsoon"
"Tanjong Katong",2021,8,27,0.4,0.2,0.2,0.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-27,"Southwest Monsoon"
"Tanjong Katong",2021,8,28,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-28,"Southwest Monsoon"
"Tanjong Katong",2021,8,29,14.6,7.2,8.2,8.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-29,"Southwest Monsoon"
"Tanjong Katong",2021,8,30,101.2,26.8,49.2,63.8,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-30,"Southwest Monsoon"
"Tanjong Katong",2021,8,31,10.4,3.8,6.4,7,NA,NA,NA,NA,NA,1.307,103.8907,2021-08-31,"Southwest Monsoon"
"Tanjong Katong",2021,9,1,25.2,23,24.6,24.8,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-01,"Southwest Monsoon"
"Tanjong Katong",2021,9,2,57,35.4,43,46.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-02,"Southwest Monsoon"
"Tanjong Katong",2021,9,3,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-03,"Southwest Monsoon"
"Tanjong Katong",2021,9,4,1.2,1.2,1.2,1.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-04,"Southwest Monsoon"
"Tanjong Katong",2021,9,5,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-05,"Southwest Monsoon"
"Tanjong Katong",2021,9,6,2,2,2,2,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-06,"Southwest Monsoon"
"Tanjong Katong",2021,9,7,0.4,0.2,0.2,0.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-07,"Southwest Monsoon"
"Tanjong Katong",2021,9,8,4.4,3.8,3.8,4.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-08,"Southwest Monsoon"
"Tanjong Katong",2021,9,9,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-09,"Southwest Monsoon"
"Tanjong Katong",2021,9,10,15.2,11.4,14.2,15.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-10,"Southwest Monsoon"
"Tanjong Katong",2021,9,11,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-11,"Southwest Monsoon"
"Tanjong Katong",2021,9,12,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-12,"Southwest Monsoon"
"Tanjong Katong",2021,9,13,1.6,0.8,1,1,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-13,"Southwest Monsoon"
"Tanjong Katong",2021,9,14,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-14,"Southwest Monsoon"
"Tanjong Katong",2021,9,15,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-15,"Southwest Monsoon"
"Tanjong Katong",2021,9,16,4.8,4.8,4.8,4.8,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-16,"Southwest Monsoon"
"Tanjong Katong",2021,9,17,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-17,"Southwest Monsoon"
"Tanjong Katong",2021,9,18,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-18,"Southwest Monsoon"
"Tanjong Katong",2021,9,19,4.2,2.8,2.8,4,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-19,"Southwest Monsoon"
"Tanjong Katong",2021,9,20,1.4,1.2,1.2,1.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-20,"Southwest Monsoon"
"Tanjong Katong",2021,9,21,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-21,"Southwest Monsoon"
"Tanjong Katong",2021,9,22,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-22,"Southwest Monsoon"
"Tanjong Katong",2021,9,23,0.8,0.6,0.6,0.6,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-23,"Southwest Monsoon"
"Tanjong Katong",2021,9,24,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-24,"Southwest Monsoon"
"Tanjong Katong",2021,9,25,4.6,4.2,4.4,4.6,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-25,"Southwest Monsoon"
"Tanjong Katong",2021,9,26,11.8,8.4,8.4,8.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-26,"Southwest Monsoon"
"Tanjong Katong",2021,9,27,10.6,9,9.8,9.8,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-27,"Southwest Monsoon"
"Tanjong Katong",2021,9,28,13.4,8.8,10.6,13,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-28,"Southwest Monsoon"
"Tanjong Katong",2021,9,29,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-29,"Southwest Monsoon"
"Tanjong Katong",2021,9,30,20.4,9.2,12.2,13.8,NA,NA,NA,NA,NA,1.307,103.8907,2021-09-30,"Southwest Monsoon"
"Tanjong Katong",2021,10,1,32,13.6,17.6,22.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-01,"Inter-monsoon II"
"Tanjong Katong",2021,10,2,6,4.8,6,6,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-02,"Inter-monsoon II"
"Tanjong Katong",2021,10,3,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-03,"Inter-monsoon II"
"Tanjong Katong",2021,10,4,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-04,"Inter-monsoon II"
"Tanjong Katong",2021,10,5,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-05,"Inter-monsoon II"
"Tanjong Katong",2021,10,6,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-06,"Inter-monsoon II"
"Tanjong Katong",2021,10,7,2.8,2.8,2.8,2.8,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-07,"Inter-monsoon II"
"Tanjong Katong",2021,10,8,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-08,"Inter-monsoon II"
"Tanjong Katong",2021,10,9,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-09,"Inter-monsoon II"
"Tanjong Katong",2021,10,10,8.4,6.2,7,7.8,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-10,"Inter-monsoon II"
"Tanjong Katong",2021,10,11,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-11,"Inter-monsoon II"
"Tanjong Katong",2021,10,12,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-12,"Inter-monsoon II"
"Tanjong Katong",2021,10,13,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-13,"Inter-monsoon II"
"Tanjong Katong",2021,10,14,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-14,"Inter-monsoon II"
"Tanjong Katong",2021,10,15,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-15,"Inter-monsoon II"
"Tanjong Katong",2021,10,16,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-16,"Inter-monsoon II"
"Tanjong Katong",2021,10,17,1.4,0.8,0.8,1.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-17,"Inter-monsoon II"
"Tanjong Katong",2021,10,18,14.8,12.8,13.2,13.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-18,"Inter-monsoon II"
"Tanjong Katong",2021,10,19,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-19,"Inter-monsoon II"
"Tanjong Katong",2021,10,20,14.4,4.6,5.8,8.6,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-20,"Inter-monsoon II"
"Tanjong Katong",2021,10,21,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-21,"Inter-monsoon II"
"Tanjong Katong",2021,10,22,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-22,"Inter-monsoon II"
"Tanjong Katong",2021,10,23,3.4,2.8,3.4,3.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-23,"Inter-monsoon II"
"Tanjong Katong",2021,10,24,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-24,"Inter-monsoon II"
"Tanjong Katong",2021,10,25,18.2,10.6,11,17,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-25,"Inter-monsoon II"
"Tanjong Katong",2021,10,26,2,2,2,2,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-26,"Inter-monsoon II"
"Tanjong Katong",2021,10,27,0.6,0.4,0.4,0.6,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-27,"Inter-monsoon II"
"Tanjong Katong",2021,10,28,3.8,3.8,3.8,3.8,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-28,"Inter-monsoon II"
"Tanjong Katong",2021,10,29,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-29,"Inter-monsoon II"
"Tanjong Katong",2021,10,30,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-30,"Inter-monsoon II"
"Tanjong Katong",2021,10,31,5.4,4.2,4.2,4.6,NA,NA,NA,NA,NA,1.307,103.8907,2021-10-31,"Inter-monsoon II"
"Tanjong Katong",2021,11,1,13.4,9,11.8,13.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-01,"Inter-monsoon II"
"Tanjong Katong",2021,11,2,27.6,13.8,21.6,25.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-02,"Inter-monsoon II"
"Tanjong Katong",2021,11,3,0.8,0.2,0.4,0.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-03,"Inter-monsoon II"
"Tanjong Katong",2021,11,4,0.6,0.2,0.4,0.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-04,"Inter-monsoon II"
"Tanjong Katong",2021,11,5,2.8,1.4,1.4,1.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-05,"Inter-monsoon II"
"Tanjong Katong",2021,11,6,32.6,24.2,32.4,32.6,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-06,"Inter-monsoon II"
"Tanjong Katong",2021,11,7,10.4,6,6.8,7.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-07,"Inter-monsoon II"
"Tanjong Katong",2021,11,8,1.4,0.8,1.2,1.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-08,"Inter-monsoon II"
"Tanjong Katong",2021,11,9,32.8,21.2,22.6,24.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-09,"Inter-monsoon II"
"Tanjong Katong",2021,11,10,68.8,24,42.8,63.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-10,"Inter-monsoon II"
"Tanjong Katong",2021,11,11,0.8,0.4,0.4,0.6,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-11,"Inter-monsoon II"
"Tanjong Katong",2021,11,12,6.6,5.4,6.2,6.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-12,"Inter-monsoon II"
"Tanjong Katong",2021,11,13,3.8,2.4,2.6,3,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-13,"Inter-monsoon II"
"Tanjong Katong",2021,11,14,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-14,"Inter-monsoon II"
"Tanjong Katong",2021,11,15,3.8,3.2,3.4,3.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-15,"Inter-monsoon II"
"Tanjong Katong",2021,11,16,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-16,"Inter-monsoon II"
"Tanjong Katong",2021,11,17,5,4.4,5,5,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-17,"Inter-monsoon II"
"Tanjong Katong",2021,11,18,30.6,11.8,18.4,27.8,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-18,"Inter-monsoon II"
"Tanjong Katong",2021,11,19,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-19,"Inter-monsoon II"
"Tanjong Katong",2021,11,20,5.2,3.6,4.4,4.8,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-20,"Inter-monsoon II"
"Tanjong Katong",2021,11,21,14,13.8,13.8,14,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-21,"Inter-monsoon II"
"Tanjong Katong",2021,11,22,2.2,2,2.2,2.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-22,"Inter-monsoon II"
"Tanjong Katong",2021,11,23,15.4,13,13.2,13.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-23,"Inter-monsoon II"
"Tanjong Katong",2021,11,24,15.2,8.2,9.8,12.8,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-24,"Inter-monsoon II"
"Tanjong Katong",2021,11,25,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-25,"Inter-monsoon II"
"Tanjong Katong",2021,11,26,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-26,"Inter-monsoon II"
"Tanjong Katong",2021,11,27,88.2,57.2,74.8,87.6,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-27,"Inter-monsoon II"
"Tanjong Katong",2021,11,28,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-28,"Inter-monsoon II"
"Tanjong Katong",2021,11,29,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-29,"Inter-monsoon II"
"Tanjong Katong",2021,11,30,1.2,1.2,1.2,1.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-11-30,"Inter-monsoon II"
"Tanjong Katong",2021,12,1,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-12-01,"Northeast Monsoon"
"Tanjong Katong",2021,12,2,1.4,0.6,0.8,1.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-12-02,"Northeast Monsoon"
"Tanjong Katong",2021,12,3,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-12-03,"Northeast Monsoon"
"Tanjong Katong",2021,12,4,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-12-04,"Northeast Monsoon"
"Tanjong Katong",2021,12,5,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-12-05,"Northeast Monsoon"
"Tanjong Katong",2021,12,6,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-12-06,"Northeast Monsoon"
"Tanjong Katong",2021,12,7,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-12-07,"Northeast Monsoon"
"Tanjong Katong",2021,12,8,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-12-08,"Northeast Monsoon"
"Tanjong Katong",2021,12,9,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-12-09,"Northeast Monsoon"
"Tanjong Katong",2021,12,10,47.4,13,18.4,32.6,NA,NA,NA,NA,NA,1.307,103.8907,2021-12-10,"Northeast Monsoon"
"Tanjong Katong",2021,12,11,8.4,3,5.4,6,NA,NA,NA,NA,NA,1.307,103.8907,2021-12-11,"Northeast Monsoon"
"Tanjong Katong",2021,12,12,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-12-12,"Northeast Monsoon"
"Tanjong Katong",2021,12,13,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-12-13,"Northeast Monsoon"
"Tanjong Katong",2021,12,14,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-12-14,"Northeast Monsoon"
"Tanjong Katong",2021,12,15,0.8,0.8,0.8,0.8,NA,NA,NA,NA,NA,1.307,103.8907,2021-12-15,"Northeast Monsoon"
"Tanjong Katong",2021,12,16,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-12-16,"Northeast Monsoon"
"Tanjong Katong",2021,12,17,18.6,3.2,4.6,7,NA,NA,NA,NA,NA,1.307,103.8907,2021-12-17,"Northeast Monsoon"
"Tanjong Katong",2021,12,18,6.2,5.4,5.6,6.2,NA,NA,NA,NA,NA,1.307,103.8907,2021-12-18,"Northeast Monsoon"
"Tanjong Katong",2021,12,19,12.4,7,8.2,10.4,NA,NA,NA,NA,NA,1.307,103.8907,2021-12-19,"Northeast Monsoon"
"Tanjong Katong",2021,12,20,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-12-20,"Northeast Monsoon"
"Tanjong Katong",2021,12,21,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-12-21,"Northeast Monsoon"
"Tanjong Katong",2021,12,22,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-12-22,"Northeast Monsoon"
"Tanjong Katong",2021,12,23,0,0,0,0,NA,NA,NA,NA,NA,1.307,103.8907,2021-12-23,"Northeast Monsoon"
